Lon,Lat
98.65021814,8.570431288
99.15840138,9.099223879
100.7418116,14.22246073
99.67485,7.032463833
99.11535958,9.683428627
100.6558133,13.98946333
97.94180384,24.68532989
88.3898552,22.9011588
88.10417477,27.09544346
96.45284167,16.52222833
99.9812741,12.3944246
99.07922622,9.669838428
94.59704574,26.78011439
99.91031275,8.641806324
91.16747623,26.75031972
98.81397156,8.153316108
99.40557294,8.344064564
98.58307219,7.991065914
99.76863861,12.40129375
88.50578376,27.44542613
98.5308,8.90107
100.7207742,13.79448132
98.96907,7.82892
101.1886284,3.50593136
99.59926919,11.51694999
99.52640612,11.57100177
89.79176225,21.95202774
88.33364781,21.66967605
88.4776764,22.6018071
101.0726472,5.789383333
101.3800664,3.019425941
100.7026376,13.6916825
102.6287664,17.92575472
98.23789752,8.625246277
100.426375,5.389935972
91.556444,27.333
96.19999225,16.7937719
101.6319278,3.138488889
101.5005225,3.171168005
101.5005582,3.171173341
101.5005856,3.171188345
98.9943161,8.073386192
100.5402,7.010861117
98.37837982,9.28840065
98.59018743,8.506222921
100.6686746,13.53407483
99.34782196,9.062060431
101.1479217,4.013296667
99.35306984,9.055686583
99.39790333,7.221713333
91.83486063,22.37517931
99.03121937,7.581590705
100.6997482,13.69074717
100.591507,14.27602016
100.591507,14.27602016
91.80745851,22.50846231
104.0739465,11.38411651
101.1592417,6.127661167
98.5108816,8.4063143
99.10134975,8.118924108
100.6054535,14.34846592
100.0423805,13.07345833
100.3924659,13.83978759
100.8168633,13.74643
100.6561133,13.98833833
98.95079167,8.908803333
95.8093736,28.18513801
100.303661,5.358855674
99.34709677,9.150735265
96.16666669,16.78333331
94.75902778,16.27755556
94.75902778,16.27755556
94.75902778,16.27755556
94.77533333,20.34911111
94.15872222,21.14211111
97.91875,27.44122222
97.81419444,27.50613889
96.95741667,20.52591667
96.97036111,20.53891667
94.77325,16.27805556
94.77325,16.27805556
94.4115,22.30519444
94.78873889,16.25863889
94.54138889,17.725
95.23041667,15.86827778
93.93563889,21.36647222
94.54438889,17.77825
96.91405556,20.60055556
94.75902778,16.27755556
